time_s,P_drive_W,P_hvac_W,P_to_LFP_W,P_to_LTO_W,T_LFP_C,T_LTO_C,SoC_LFP,SoC_LTO
3292.25,19218.779323120933,1525.7825968448851,15559.01475497692,5185.547164988897,35.19592830068196,35.06136683664166,0.5501584789667731,0.5247583423148063
3292.5,15793.795857739851,1525.775436007035,12134.00647222063,5185.564821526256,35.19592435608858,35.06135002695144,0.5501584921846451,0.5247583743244657
3292.75,17018.178822314778,1525.7682771580305,13358.364627771818,5185.58247170099,35.1959051489568,35.06133322331867,0.5501585067362406,0.5247584063342341
3293.0,18510.517940998467,1525.761120297319,14850.67894578039,5185.600115515397,35.19589092641724,35.06131642574118,0.5501585229134507,0.5247584383441114
3293.25,17395.131843298885,1525.7539654243478,13735.268055751474,5185.617752971759,35.195883493659316,35.061299634216795,0.5501585378756163,0.5247584703540975
3293.5,18386.897095938402,1525.7468125385658,14727.008524404602,5185.635384072365,35.19587091582517,35.061282848743325,0.5501585539181093,0.5247585023641924
3293.75,17478.80992109903,1525.7396616394203,13818.896573918943,5185.653008819509,35.19586289539783,35.06126606931859,0.5501585689713735,0.5247585343743961
3294.0,17928.458382324894,1525.73251272636,14268.520267835776,5185.670627215479,35.19585069296449,35.06124929594042,0.5501585845144239,0.5247585663847086
3294.25,17007.4849549044,1525.7253657988329,13347.522081440675,5185.688239262558,35.1958405284358,35.06123252860664,0.5501585990542083,0.5247585983951298
3294.5,17618.64472254214,1525.7182208562879,13958.657098435397,5185.70584496303,35.19582627437992,35.06121576731506,0.5501586142597171,0.5247586304056597
3294.75,18106.62587309058,1525.7110778981735,14446.613506669568,5185.723444319185,35.19581470536111,35.06119901206352,0.5501586299967689,0.5247586624162983
3295.0,17855.461580306463,1525.7039369239385,14195.424479897098,5185.741037333305,35.19580537505476,35.06118226284984,0.5501586454601942,0.5247586944270455
3295.25,19730.909085682542,1525.696797933032,16070.847259607908,5185.758624007668,35.19579488534206,35.061165519671846,0.5501586629665638,0.5247587264379012
3295.5,18091.539375926484,1525.6896609249034,14431.452832506824,5185.776204344562,35.19579360950573,35.06114878252736,0.5501586786871007,0.5247587584488654
3295.75,17146.366735320753,1525.6825258990013,13486.255482873486,5185.79377834627,35.19578421336688,35.06113205141422,0.5501586933780108,0.5247587904599381
3296.0,16954.19208078146,1525.675392854776,13294.056127621167,5185.81134601507,35.19577056951714,35.061115326330246,0.5501587078595535,0.5247588224711193
3296.25,16587.351934516155,1525.6682617916765,12927.19128895459,5185.828907353242,35.19575610326252,35.06109860727327,0.5501587219414612,0.5247588544824088
3296.5,18039.898354302302,1525.6611327091528,14379.71302464839,5185.846462363063,35.195740100766564,35.061081894241134,0.5501587376056366,0.5247588864938066
3296.75,18387.73322844287,1525.6540056066547,14727.523223002716,5185.8640110468095,35.1957304762671,35.061065187231655,0.5501587536486903,0.5247589185053129
3297.0,18604.043990439124,1525.6468804836325,14943.809317515996,5185.881553406762,35.19572249104861,35.06104848624267,0.5501587699273497,0.5247589505169274
3297.25,15843.578357673952,1525.6397573395361,12183.319025568291,5185.899089445198,35.19571554727117,35.06103179127201,0.5501587831989391,0.5247589825286503
3297.5,16226.322067858902,1525.632636173816,12566.038084868327,5185.916619164392,35.195696578230304,35.061015102317505,0.5501587968874337,0.5247590145404812
3297.75,18829.420122625972,1525.625516985923,15169.111497045273,5185.93414256662,35.19567912021156,35.06099841937699,0.5501588134115203,0.5247590465524203
3298.0,20673.731710482552,1525.6183997753076,17013.3984506037,5185.951659654157,35.195673287099936,35.060981742448305,0.5501588319446341,0.5247590785644676
3298.25,18961.284719296604,1525.6112845414204,15300.926833408746,5185.969170429279,35.19567713974728,35.06096507152928,0.5501588486123103,0.524759110576623
3298.5,18805.754562780832,1525.6041712837127,15145.372059170291,5185.986674894254,35.19567195930256,35.060948406617754,0.550158865110537,0.5247591425888863
3298.75,17470.465702065256,1525.5970600016353,13810.05858901553,5186.004173051358,35.19566601105804,35.060931747711564,0.5501588801541738,0.5247591746012578
3299.0,17480.918776774495,1525.58995069464,13820.487062566277,5186.021664902858,35.19565381493591,35.06091509480855,0.5501588952091706,0.5247592066137372
3299.25,18365.315551848696,1525.5828433621778,14704.859244759853,5186.039150451023,35.19564166800178,35.060898447906546,0.5501589112275358,0.5247592386263246
3299.5,17156.923180343965,1525.5757380037005,13496.442288649538,5186.056629698127,35.19563359551703,35.0608818070034,0.5501589259295426,0.5247592706390198
3299.75,16529.070475061555,1525.5686346186596,12868.565007033783,5186.074102646432,35.19562003058367,35.06086517209694,0.5501589399475874,0.5247593026518229
